vehicle_edge,vehicle_longitude,vehicle_latitude,count
37764923#1,7.573623,45.052622,373
37764923#1,7.575744,45.052545,373
37764923#1,7.574683,45.052585,373
37764923#1,7.572563,45.052659,373
-452064926#1,7.679969,44.974252,371
-452064926#1,7.678972,44.974057,371
94783000#0,7.617043,45.15495,361
94783000#0,7.615295,45.154796,361
94783000#0,7.618467,45.15621,361
38099033#0,7.665692,44.991702,361
94783000#0,7.617825,45.155437,361
94783000#0,7.616027,45.155485,361
-252268249#6,7.542407,45.119564,358
-252268249#6,7.542437,45.120314,358
-252268249#6,7.542277,45.121819,358
-252268249#6,7.542346,45.121066,358
15215737#2,7.699532,44.98142,358
15215737#2,7.699333,44.982156,358
30250839,7.672608,44.971174,354
30250839,7.678449,44.969942,354
30250839,7.674923,44.970627,354
30250839,7.673766,44.9709,354
30250839,7.676084,44.970359,354
30250839,7.677254,44.970116,354
30250839,7.679658,44.969827,354
30250839,7.684524,44.969906,354
30250839,7.685735,44.970011,354
30250839,7.683313,44.9698,354
