vehicle_edge,vehicle_longitude,vehicle_latitude,count
37928253#1,7.543766,44.976974,346
133263798,7.759048,44.974989,340
133263798,7.759641,44.974582,340
149995554#0,7.546896,45.071946,336
218754064#3,7.703754,44.971067,334
304450454,7.734466,45.145235,334
452937366#2,7.696219,44.985989,334
218754064#3,7.706771,44.970693,334
218754064#3,7.704766,44.970968,334
452937366#2,7.695735,44.986399,334
218754064#3,7.707765,44.970527,334
218754064#3,7.708759,44.97036,334
218754064#3,7.705769,44.970833,334
37977177,7.549843,45.080546,333
135653245,7.670959,44.98663,333
135653245,7.671032,44.987547,333
135653245,7.670886,44.985713,333
-30250830#0,7.673331,44.976775,332
-30250830#0,7.674997,44.975727,332
-30250830#0,7.674068,44.976172,332
37971590,7.545528,45.069897,332
37928264#2,7.569509,44.995911,330
37928264#2,7.57318,44.996589,330
37928264#2,7.57073,44.996144,330
37928264#2,7.568285,44.995685,330
37928264#2,7.567049,44.995495,330
37928264#2,7.571953,44.996371,330
-22956378#0,7.548002,45.103001,326
-22956378#0,7.548952,45.102856,326
-22956378#0,7.5499,45.102705,326
-22956378#0,7.550817,45.102478,326
-51443835#1,7.635015,45.155255,325
-51443835#1,7.634541,45.151704,325
-51443835#1,7.634956,45.154366,325
-51443835#1,7.634819,45.153478,325
-51443835#1,7.634682,45.152591,325
26589094,7.547245,45.071652,324
256066767,7.548093,45.077296,322
37971587,7.545917,45.071174,322
218754074,7.728262,44.968049,322
218754074,7.727298,44.967652,322
69716817,7.547896,45.117426,316
287012799#1,7.566354,45.111203,316
69716817,7.54659,45.117539,316
69716817,7.550363,45.116778,316
69716817,7.54395,45.117624,316
69716817,7.551556,45.116375,316
69716817,7.54527,45.117585,316
69716817,7.549162,45.117167,316
529715275#0,7.738547,45.148804,314
529715275#0,7.737205,45.147543,314
529715275#0,7.739218,45.149434,314
529715275#0,7.737876,45.148173,314
37992354#1,7.702127,44.986823,311
37971585,7.546362,45.071754,305
37971585,7.546617,45.072521,305
32060357#0,7.733752,45.143954,304
37971586,7.546064,45.071657,301
221858768,7.528332,45.099027,297
221858768,7.527392,45.098872,297
-452064926#0,7.677835,44.973808,293
-26555681#0,7.737485,45.149917,290
-38285392#0,7.692618,45.157044,289
-38285392#0,7.689326,45.158214,289
-38285392#0,7.693724,45.156648,289
