node_id,site_lat,site_long,site_name
901166,45.0476854,7.6441966,Torino Via Barletta
901168,45.0995956,7.6600285,Torino Corso Potenza
901179,45.031871,7.6148756,"Torino Corso Orbassano, 448"
901183,45.081223,7.6239638,"Torino Via Pietro Cossa, 84"
901196,45.069455,7.7440252,Torino Strada Mongreno
901198,45.0313605,7.6525691,"Torino Corso Giambone, 51"
901209,45.0165191,7.654777,Torino Via Monastir
901211,45.0295531,7.6685266,"Torino Via Cortemilia, 18"
901215,45.0619324,7.678725,Torino Stazione Porta Nuova
901228,45.0830522,7.6469593,Torino Via Lessona
901234,45.0817919,7.6147004,Torino Strada Antica di Collegno
901235,45.0616002,7.7565975,Torino Strada Alta di Mongreno
901236,45.0653882,7.6867657,Torino Via Costa
901237,45.0578026,7.6974392,Torino Via Bezzecca
901238,45.095621,7.7118645,Torino Corso Taranto
901241,45.0126539,7.5104622,Rivalta di Torino Via Giaveno
901242,45.0805507,7.667309,Torino Via Pinelli
901243,45.0941829,7.6353122,Torino Via Pietro Cossa
901244,45.0707752,7.6463179,Torino Corso Racconigi
901251,45.0728974,7.6804105,Torino Via Garibaldi 23
901253,45.0231315,7.6418292,Torino Via Cercenasco
901255,45.118843,7.7334319,Torino Strada della Cebrosa
901265,45.0908201,7.6879965,Torino Via Courmayeur
901268,45.0632399,7.6541643,"Torino Corso Peschiera, 138"
901275,45.0834553,7.6874754,"Torino Corso Giulio Cesare, 29"
901279,45.0977936,7.6287117,Torino Via Pianezza
901286,45.0713621,7.6574371,Torino Corso Vittorio Emanuele II
901288,45.0947917,7.6508441,Torino Via Verolengo
901290,45.0648928,7.6917597,Torino Via delle Rosine
901291,45.1193252,7.118239,Mattie Via Torino
901295,45.0670707,7.7218661,Torino Via Tabacchi
901300,45.0754558,7.674189,Torino Corso Valdocco
901301,45.0725529,7.6347385,"Torino Corso Monte Cucco, 29"
901329,45.0688118,7.6636155,Torino Passante TAV Sud
901330,45.1041699,7.6916689,Torino Passante TAV Nord
901332,45.0624449,7.6872851,Torino Via dei Mille
901341,45.0564361,7.6527862,Torino Corso Lione
901350,45.1060286,7.7431801,Torino Strada del Cascinotto
901352,45.0389955,7.5166102,Rivalta di Torino Via Giuseppe di Vittorio
901367,45.0694051,7.6822547,Torino Via XX Settembre
901375,45.0747016,7.6155017,Torino Corso Francia
901386,45.0696631,7.6887354,Torino Via Verdi
901390,45.041976,7.634501,Torino Corso Siracusa
901398,45.0750594,7.5209713,Rivoli Corso Torino
901402,45.4513859,7.8792337,Ivrea Via Torino
901411,45.3855593,7.6594449,Cuorgnè Via Torino
901426,45.1703905,7.8258718,Brandizzo Rotonda Via Torino Via Braida
901438,45.0959917,7.7556984,San Mauro Torinese Via Torino
901442,45.0217035,7.5136483,Rivalta di Torino Via Piossasco
901479,45.0390137,7.6421882,Torino Piazza Montanari
901487,45.0955609,7.6865497,Torino Piazza Ghirlandaio
901489,45.0773431,7.6714292,Torino Via del Carmine
901538,45.0347449,7.6743091,Torino Via Zuretti
901557,44.9626315,8.9307396,Pontecurone Stazione Via Torino
901617,45.140291,8.4479679,Casale Monferrato Via Torino
901667,44.5617153,7.7010138,Fossano Via Torino
901734,45.0926224,7.6861271,Torino
901752,45.0298072,7.6732851,Torino
901834,45.0668402,7.6605648,Torino
901853,45.0774408,7.6869604,"Torino Corso XI Febbraio, 17"
901856,45.1171229,7.7009373,Torino Strada dell'Antioca
901858,45.0675453,7.7221659,"Torino Via Michelangelo Tonello, 24"
901861,45.0215425,7.6713157,Torino
