step,vehicle_id,site_id
180,10674,900467
180,12667,900042
180,20391,900414
180,21629,901117
180,6384,901153
180,7195,901251
180,13264,900457
180,1432,202895
180,15211,900114
180,15280,204327
180,17706,901008
180,18332,900047
180,20949,900048
180,24455,900010
180,25511,900053
180,6684,901242
180,11910,206907
180,21707,900011
180,22203,203867
180,22959,204744
180,24039,202880
180,26583,901398
180,6372,203195
180,801,202883
180,16225,900468
180,25258,900194
180,27559,901135
180,5426,900010
180,8717,900055
180,8921,202893
180,23556,202880
180,24136,
180,8592,900064
180,12961,900091
180,1473,900027
180,22954,204744
180,2328,900007
180,28187,900250
180,5716,900088
180,29780,901350
180,5387,900040
180,14196,900870
180,16007,900021
180,19615,202499
180,25666,
180,29842,204818
180,5477,900010
180,7451,205716
180,11720,900488
180,14632,900114
180,23031,900376
180,11501,900903
180,13704,900697
180,22224,203597
180,24358,900330
180,6557,202885
180,8129,900086
180,24412,901234
180,24782,
180,4179,900019
180,11563,204601
180,13063,900091
180,1687,900359
180,3777,204456
180,11626,204601
180,20213,901538
180,21327,202795
180,28361,204744
180,4040,206829
180,569,202943
180,7120,900904
180,12237,900655
180,14141,900876
180,15261,900114
180,22622,900015
180,2399,900864
180,460,901856
180,5391,900040
180,6644,206963
180,12650,901017
180,23184,901861
180,7076,900534
180,8199,900022
180,8762,900068
180,13497,900879
180,151,901856
180,18675,901021
180,22554,901861
180,23339,
180,24047,900133
180,2441,900864
180,30609,
180,14153,900581
180,15260,900114
180,20483,205243
180,21521,207336
180,23771,900133
180,23874,206823
180,5878,205133
180,180,203147
180,26017,901398
180,3520,205245
180,4951,901275
180,6615,900540
180,8444,900010
180,5490,900040
180,1441,900027
180,1515,900027
180,15279,900114
180,162,901856
180,18470,900114
180,6758,203133
180,20817,203400
180,21132,202948
180,27225,900357
180,3044,900070
180,11993,203696
180,17766,901008
180,21045,900017
180,23579,204093
180,2389,900007
180,14001,901107
180,22338,203597
180,4059,206829
180,5406,901279
180,8246,202945
180,12483,900098
180,13390,900879
180,21757,900017
180,28509,203193
180,3994,900034
180,11513,900903
180,11712,900488
180,23993,202880
180,27179,206142
180,27311,206142
180,27662,203868
180,6258,203774
180,14069,901107
180,19480,900020
180,21624,900085
180,24193,202881
180,8443,900010
180,11861,203696
180,15700,901107
180,21678,901209
180,22886,900892
180,24507,900194
180,25080,900022
180,5873,900935
180,7947,203398
180,11285,901332
180,13437,900879
180,15081,900114
180,19004,204042
180,21368,202796
180,23132,203193
180,29271,
180,8397,900037
180,15056,900114
180,21149,901198
180,26852,901179
180,30270,205451
180,37,204093
180,868,203147
180,14260,900581
180,21889,203867
180,26711,
180,7136,900904
180,10129,901834
180,17135,900048
180,22717,900085
180,26889,900015
180,3894,901183
180,4207,900028
180,7672,900907
180,8474,900037
180,15378,901107
180,20595,900015
180,2675,205137
180,3837,901183
180,4961,900618
180,7786,900488
180,11614,204601
180,21186,900017
180,22416,900990
180,27047,901442
180,28983,203193
180,29805,204818
180,30285,205451
180,3612,205245
180,5647,202893
180,2671,205137
180,7222,900904
180,8012,203398
180,20097,901006
180,20890,900337
180,23315,
180,3133,900073
180,6617,900540
180,935,900095
180,9999,901268
180,10343,901065
180,11435,203136
180,12417,900098
180,18717,901092
180,30288,205451
180,5748,203484
180,16623,900877
180,26653,900357
180,28151,
180,3670,901183
180,8940,203897
180,21291,901752
180,22847,204237
180,24570,900010
180,2849,202895
180,28548,207338
180,10062,901268
180,11484,203136
180,18438,900114
180,26979,900357
180,27510,901135
180,27538,900892
180,4670,900540
180,9964,901268
180,20521,901179
180,4878,900030
180,6203,900198
180,12763,206207
180,24395,901234
180,24851,900194
180,925,900035
180,12446,900098
180,20989,204608
180,22101,900990
180,22282,203597
180,28359,900376
180,3749,203137
180,529,900983
180,10438,901065
180,11660,204601
180,11971,203395
180,24175,900420
180,24634,
180,28748,203193
180,5295,901234
180,12437,900098
180,18851,203400
180,20471,900414
180,20853,901095
180,26494,901398
180,3731,901030
180,8733,900476
180,12398,900655
180,17214,900369
180,2491,900007
180,9433,208655
180,12830,900064
180,30409,202793
180,7036,900880
180,12352,900098
180,13467,900457
180,19623,202499
180,20363,204327
180,21927,203867
180,22348,900106
180,22536,901861
180,2438,203135
180,24908,900010
180,10055,205247
180,10481,901065
180,13565,900879
180,18232,900925
180,27676,900250
180,29254,
180,6376,901153
180,9966,901268
180,12755,206207
180,132,203147
180,23758,900133
180,25358,900357
180,496,901255
180,15105,900114
180,16978,901341
180,18386,900047
180,23749,900133
180,28447,203193
180,9589,208655
180,12252,900098
180,15631,901107
180,23117,204237
180,3484,206263
180,4231,900028
180,6979,900880
180,7596,900488
180,10852,204049
180,14282,900870
180,24814,
180,7956,203398
180,8152,900010
180,16526,900926
180,16847,900008
180,21205,202948
180,24350,900140
180,28485,205587
180,6965,901300
180,6535,202885
180,9162,203396
180,14875,900114
180,154,901856
180,2163,203430
180,2566,900036
180,6890,900046
180,13125,900544
180,18204,900876
180,1537,900491
180,3646,901183
180,27509,901135
180,2927,900051
180,453,202883
180,6347,901300
180,6494,202885
180,7280,900044
180,18341,900047
180,24538,900010
180,9413,203896
180,14056,901107
180,1793,208089
180,19786,202499
180,22538,901861
180,10498,901065
180,11261,901332
180,14169,900581
180,3880,901030
180,4115,204665
180,4879,900030
180,11352,900147
180,12666,901017
180,24100,
180,25139,901092
180,25510,203390
180,26001,901398
180,30572,
180,13479,900879
180,19699,900955
180,19810,202499
180,22276,203597
180,5444,900010
180,7003,900880
180,11773,203697
180,16152,900414
180,1921,900897
180,21413,203597
180,24921,900010
180,26441,
180,28761,203193
180,4459,900028
180,14756,900114
180,19141,204606
180,28981,203193
180,30304,205451
180,3711,901030
180,10076,900075
180,13041,900544
180,17538,203314
180,22859,204237
180,25767,
180,6092,205133
180,17508,900862
180,17634,901008
180,17795,900014
180,2017,901330
180,25757,
180,30093,900972
180,12597,900098
180,15024,900114
180,29758,901350
180,5962,204749
180,8041,203398
180,9959,901268
180,1179,900359
180,15715,205362
180,17919,900925
180,7267,900044
180,7395,205716
180,14218,900581
180,16591,900926
180,17651,901008
180,18605,900047
180,225,203147
180,28480,206373
180,28850,
180,29120,
180,795,900032
180,8477,900068
180,9149,900055
180,12204,203395
180,4816,900030
180,572,202943
180,10381,205522
180,10617,205462
180,10876,901386
180,21350,901752
180,10064,901268
180,16249,900468
180,27491,901135
180,27693,900250
180,29337,
180,29931,900972
180,5407,901234
180,6486,208359
180,10755,900059
180,12469,900098
180,19121,204606
180,20523,901179
180,21955,900017
180,27640,900250
180,4224,900028
180,19183,900008
180,23258,
180,26715,901179
180,2855,202895
180,3751,901030
180,23454,203349
180,27754,900250
180,30211,205451
180,7497,901853
180,9361,900630
180,15968,900021
180,16957,901341
180,4506,900070
180,671,206840
180,10543,900581
180,11722,900488
180,13440,900879
180,13512,900879
180,1850,900969
180,20673,204608
180,6801,203230
180,7381,901853
180,18969,901092
180,20331,204460
180,2164,203430
180,23792,900133
180,3159,900897
180,9799,901286
180,11966,203395
180,12458,900098
180,12921,206210
180,16498,901166
180,24083,
180,26490,
180,28969,203193
180,3479,206263
180,604,202943
180,7775,203127
180,817,203147
180,14047,901107
180,14181,900581
180,21439,203597
180,25094,900010
180,28864,203193
180,30133,900972
180,3835,901183
180,13521,900879
180,29333,900515
180,29558,
180,10965,901386
180,11667,204601
180,12238,900655
180,13652,900697
180,23943,206823
180,26977,208199
180,27698,900250
180,28056,900250
180,29567,901235
180,3554,900104
180,4394,900031
180,9415,203126
180,969,202794
180,23827,900133
180,24262,900194
180,24939,900194
180,28243,204237
180,8413,900022
180,12298,900098
180,19614,202499
180,21174,202948
180,10616,205462
180,14612,901107
180,15605,900858
180,16416,900064
180,20302,204327
180,21808,900017
180,2759,901243
180,283,203147
180,13394,900879
180,15507,901107
180,16521,901166
180,17572,203315
180,18724,901092
180,22444,204744
180,28212,204237
180,29695,202793
180,30143,900972
180,6519,900057
180,15841,900021
180,16799,900008
180,24064,900133
180,6296,203195
180,8189,900010
180,10795,900941
180,11674,204601
180,18942,204042
180,26840,900015
180,16649,900607
180,25641,
180,28002,900250
180,5263,900026
180,14156,900581
180,16967,901341
180,23951,900133
180,26272,901398
180,11227,901332
180,12447,900098
180,19859,203467
180,25255,900010
180,25611,
180,26155,901398
180,28483,206373
180,29188,203193
180,7639,901853
180,22575,901861
180,26541,900194
180,30025,900972
180,3066,900863
180,6364,901300
180,12114,206907
180,16051,901237
180,23206,
180,23357,
180,23950,900133
180,2537,203869
180,28025,900250
180,6390,901153
180,15510,901107
180,12486,900098
180,17846,900014
180,6672,901242
180,14268,900581
180,15317,900114
180,26163,901398
180,27016,208200
180,28023,900250
180,28149,
180,5629,900040
180,8711,900055
180,10334,901065
180,17414,900862
180,22496,901861
180,4555,900070
180,4906,900618
180,5299,901234
180,5977,204749
180,6066,205133
180,6204,900198
180,7229,900358
180,13090,900544
180,23166,901752
180,6782,203133
180,7024,900880
180,15602,900858
180,17653,901008
180,27022,901442
180,27541,900892
180,29477,
180,12414,900098
180,8758,900068
180,22452,204744
180,2841,205137
180,803,203147
180,10713,900880
180,12778,900064
180,22092,203270
180,27574,901135
180,5443,900010
180,8420,900022
180,9679,900928
180,13293,900457
180,14526,900114
180,21510,207336
180,22051,203867
180,22930,204237
180,24549,900140
180,30344,900972
180,13168,900926
180,21505,207336
180,7291,900044
180,8022,203398
180,8473,900037
180,11045,900339
180,13076,900544
180,14249,900581
180,18324,900047
180,22513,901861
180,25613,
180,28758,203193
180,5751,203484
180,9996,900457
180,11790,203697
180,17181,900697
180,17883,900925
180,2106,900063
180,28221,204237
180,28754,203193
180,13744,205207
180,14785,900114
180,20985,204608
180,21811,900017
180,29563,
180,710,202943
180,749,205303
180,9177,203396
180,9704,900630
180,22183,203867
180,23160,901752
180,23945,206823
180,27150,900357
180,5892,900031
180,7614,901853
180,8813,203149
180,12493,900104
180,175,203147
180,21738,900337
180,22346,900106
180,24912,900010
180,29718,901438
180,13074,900544
180,15358,900114
180,1781,208089
180,24686,900194
180,26213,901398
180,2910,900051
180,3206,206380
180,3906,901183
180,15800,901107
180,2004,900897
180,21200,202948
180,24560,900010
180,5448,900010
180,6140,900075
180,7970,203398
180,9,204093
180,13363,900879
180,13709,900697
180,15571,900858
180,16915,900008
180,18531,900047
180,6653,901242
180,879,900032
180,16823,900008
180,20340,204327
180,25662,
180,26402,
180,28458,205587
180,29586,900095
180,30278,205451
180,6770,203133
180,20022,203231
180,22768,900015
180,26114,900194
180,3042,900070
180,14713,207693
180,15699,901107
180,24732,900194
180,24791,900010
180,25408,901179
180,26130,
180,6176,901242
180,12078,206907
180,14298,900581
180,14730,207693
180,14972,207693
180,15357,900114
180,2006,900897
180,27790,900250
180,2919,900665
180,6148,900075
180,6202,900198
180,12459,900098
180,13412,203017
180,23793,900133
180,25528,
180,27194,900357
180,27808,900250
180,3316,900038
180,4508,900070
180,7257,900044
180,10041,901268
180,16483,900926
180,18580,900047
180,23515,203349
180,24159,900420
180,2447,900007
180,28188,
180,6218,203195
180,10971,204046
180,2273,900007
180,26228,901398
180,8877,900055
180,9791,901286
180,16103,901237
180,18241,900925
180,26451,901398
180,27163,206142
180,30320,900972
180,4257,900028
180,4279,900019
180,5816,900928
180,18085,900047
180,18672,901021
180,20493,205243
180,20639,
180,27097,208200
180,579,900983
180,9408,203126
180,9774,901286
180,15406,901107
180,22920,204237
180,13165,900544
180,13864,205207
180,21478,900102
180,21676,900337
180,24464,901234
180,16279,900468
180,21993,900337
180,24320,900140
180,27180,900357
180,28075,
180,28680,203193
180,6276,203195
180,6895,900046
180,774,900032
180,22977,901209
180,27971,
180,30463,900972
180,5007,900033
180,5475,900010
180,8914,203396
180,11751,900488
180,14538,900114
180,15467,900858
180,25620,
180,10004,901268
180,21613,203898
180,26953,208199
180,27394,900015
180,7931,203398
180,18400,900047
180,21324,202795
180,4920,901275
180,820,900032
180,932,900095
180,9827,900075
180,11124,900339
180,13027,900544
180,18364,900047
180,19812,900062
180,22066,203867
180,23033,900376
180,15405,901107
180,15971,900021
180,28575,
180,30249,205451
180,5312,901234
180,5765,901228
360,5498,
360,685,900618
360,7228,900876
360,29849,900373
360,7911,900024
360,8721,206962
360,10002,901279
360,20360,204237
360,23448,205245
360,15793,900902
360,29425,900515
360,8146,901279
360,29341,203193
360,6509,900468
360,7065,901134
360,11128,206207
360,23097,900015
360,6440,901375
360,23720,900133
360,5485,203400
360,7680,900028
360,19762,203193
360,23659,900402
360,14035,900928
360,8562,202881
360,1951,900286
360,20653,900892
360,24062,205135
360,29912,900007
360,20600,203867
360,26980,
360,27523,900020
360,5131,901286
360,14136,900050
360,1148,900357
360,24345,901234
360,17969,203235
360,26527,202880
360,29351,900250
360,12737,203146
360,15085,203897
360,26280,900010
360,7685,900414
360,23148,900876
360,29590,900007
360,15834,901861
360,11940,203395
360,22738,900048
360,26111,900286
360,46,202880
360,5274,900402
360,7224,900879
360,20786,202945
360,5770,901390
360,829,900032
360,4476,900356
360,24779,
360,2524,900076
360,18361,901752
360,26083,900140
360,21293,901237
360,23210,202882
360,24559,
360,3278,203147
360,10051,900010
360,10621,901734
360,29600,204818
360,3988,900879
360,12767,900036
360,13777,900050
360,23368,900286
360,9631,900010
360,10838,900029
360,14471,901286
360,23911,900927
360,24556,
360,26107,900072
360,26524,901117
360,11319,901538
360,17176,900040
360,21731,203898
360,28501,204327
360,13743,203397
360,16869,900489
360,18334,900047
360,2433,900420
360,25425,901279
360,9736,900051
360,15075,203897
360,2579,900970
360,13753,900088
360,15259,202499
360,12474,900024
360,30110,900972
360,5166,900047
360,26817,
360,3914,202943
360,17963,900914
360,24631,900357
360,5635,900010
360,17904,203485
360,2527,203349
360,2596,204323
360,10039,900010
360,22720,900015
360,23861,900140
360,25042,207015
360,8499,204325
360,11007,901286
360,7475,900457
360,24072,204093
360,20391,900655
360,6384,204310
360,1432,901183
360,17706,900914
360,18332,900047
360,24455,900877
360,25511,900048
360,6684,900021
360,22959,900047
360,24039,
360,6372,203195
360,801,
360,27559,900357
360,8921,900010
360,23556,202880
360,24136,
360,8592,206375
360,22954,900047
360,28187,900250
360,5716,204606
360,29780,901350
360,5387,900877
360,14196,203897
360,16007,205719
360,25666,202880
360,29842,205245
360,5477,900194
360,11501,900903
360,13704,900020
360,22224,900048
360,24358,900064
360,6557,901134
360,8129,204809
360,24782,202880
360,13063,900010
360,7120,900904
360,14141,203897
360,2399,208102
360,5391,205207
360,6644,206963
360,12650,203845
360,23184,900250
360,8199,900877
360,8762,900010
360,13497,202945
360,18675,901021
360,22554,900906
360,23339,
360,24047,901330
360,2441,900050
360,30609,
360,14153,900050
360,20483,204809
360,23771,202881
360,23874,202882
360,26017,900140
360,4951,901275
360,8444,900194
360,5490,901153
360,20817,900357
360,21132,203150
360,27225,900194
360,17766,900914
360,21045,900017
360,23579,900402
360,14001,207332
360,5406,901279
360,8246,901243
360,12483,900024
360,21757,900877
360,28509,900106
360,3994,204663
360,23993,900140
360,27311,900357
360,27662,203868
360,21624,900316
360,24193,900019
360,8443,900194
360,15700,901107
360,5873,900935
360,15081,900075
360,19004,204744
360,29271,900250
360,8397,202881
360,15056,900744
360,26852,900357
360,30270,
360,37,202880
360,868,900972
360,21889,203193
360,26711,
360,10129,900048
360,17135,900048
360,22717,900357
360,26889,900250
360,4207,900005
360,7672,900907
360,15378,901286
360,20595,901135
360,3837,900064
360,4961,901061
360,7786,900488
360,22416,901092
360,29805,204818
360,30285,900420
360,3612,205662
360,5647,204606
360,7222,900028
360,20097,900914
360,20890,900337
360,3133,901329
360,935,900420
360,9999,900020
360,12417,900024
360,30288,
360,16623,900010
360,26653,900015
360,28151,900015
360,3670,208655
360,21291,900414
360,24570,900194
360,28548,207338
360,10062,901375
360,11484,204460
360,26979,900140
360,27510,900250
360,27538,204608
360,20521,900877
360,4878,901061
360,12763,203146
360,24395,204662
360,24851,900194
360,925,900864
360,12446,900024
360,11971,203395
360,24175,900420
360,24634,900357
360,28748,900250
360,5295,204603
360,12437,900024
360,20471,206207
360,20853,205718
360,26494,901398
360,12398,901238
360,17214,900476
360,9433,901183
360,12830,900022
360,30409,202882
360,7036,900880
360,12352,901235
360,13467,901375
360,20363,901341
360,22536,900115
360,2438,900359
360,10055,901375
360,10481,202893
360,13565,900315
360,29254,900250
360,12755,901237
360,23758,203137
360,496,901438
360,15105,901861
360,18386,204744
360,23749,203137
360,28447,
360,12252,900086
360,3484,205599
360,7596,900488
360,24814,900140
360,8152,901243
360,28485,900489
360,6535,202885
360,6890,206376
360,18204,900876
360,1537,900054
360,27509,901135
360,2927,203397
360,453,
360,6494,202885
360,18341,900047
360,9413,900014
360,14056,901107
360,22538,900115
360,10498,901538
360,14169,901286
360,3880,900286
360,4879,901061
360,11352,900147
360,25510,206719
360,26001,
360,30572,206142
360,13479,203486
360,19699,203868
360,22276,901006
360,7003,900880
360,16152,203231
360,1921,208102
360,24921,900064
360,26441,900194
360,4459,202943
360,30304,900036
360,3711,203394
360,13041,900544
360,17538,900075
360,6092,901107
360,17634,205453
360,17795,900014
360,2017,202882
360,30093,900972
360,15024,901752
360,29758,901350
360,17919,900744
360,7395,205716
360,14218,901286
360,17651,901008
360,18605,900094
360,28480,206373
360,28850,
360,29120,
360,795,901487
360,9149,901375
360,12204,900047
360,4816,900030
360,572,202943
360,10381,205522
360,10617,205462
360,10064,900020
360,29337,
360,29931,900032
360,5407,202881
360,12469,900086
360,20523,900008
360,21955,901092
360,27640,901253
360,23258,202882
360,26715,900877
360,23454,203349
360,27754,
360,16957,901341
360,11722,900488
360,20673,203016
360,18969,900053
360,23792,202881
360,12458,900086
360,12921,206210
360,24083,204093
360,26490,900194
360,28969,901198
360,3479,206263
360,604,202943
360,817,900420
360,14047,901107
360,14181,900581
360,25094,901279
360,28864,901752
360,30133,900972
360,3835,203390
360,29333,
360,29558,
360,10965,901386
360,12238,900655
360,29567,900086
360,9415,900877
360,969,900972
360,24262,900330
360,24939,900194
360,8413,900022
360,10616,203397
360,14612,901107
360,16416,901375
360,283,203431
360,15507,901107
360,16521,901166
360,17572,203315
360,18724,900955
360,28212,204237
360,29695,202793
360,30143,900972
360,6519,900057
360,15841,202790
360,24064,900133
360,8189,203396
360,18942,901209
360,16649,202893
360,25641,
360,5263,203147
360,14156,900581
360,26272,
360,12447,900098
360,19859,900892
360,25611,900357
360,26155,901398
360,28483,206373
360,22575,204460
360,16051,901237
360,23206,202882
360,23357,204462
360,2537,203869
360,28025,900250
360,6390,901153
360,15510,901107
360,12486,900970
360,6672,900457
360,14268,900581
360,15317,900114
360,26163,901398
360,27016,206142
360,28023,
360,28149,900250
360,8711,900055
360,17414,900862
360,22496,204460
360,5299,901234
360,5977,204749
360,6066,901107
360,7229,900358
360,13090,900544
360,23166,901752
360,7024,900880
360,17653,901008
360,27022,901442
360,27541,900892
360,29477,900003
360,12414,900098
360,22452,203193
360,2841,203397
360,803,202882
360,27574,
360,5443,900010
360,9679,900928
360,13293,206963
360,14526,900114
360,21510,900906
360,22051,203193
360,22930,203709
360,24549,900140
360,21505,900414
360,8022,203398
360,8473,900037
360,13076,900544
360,14249,900581
360,22513,204460
360,25613,900357
360,9996,900457
360,17181,203397
360,2106,900063
360,28221,204237
360,28754,
360,13744,208655
360,29563,
360,710,202943
360,22183,203867
360,27150,900357
360,7614,901853
360,12493,900035
360,21738,203898
360,24912,900010
360,29718,901438
360,15358,900744
360,26213,901398
360,3206,206380
360,3906,900053
360,15800,901107
360,2004,900897
360,24560,900194
360,6140,900075
360,7970,203398
360,9,204093
360,13709,203659
360,16915,901092
360,18531,901861
360,6653,900457
360,20340,900414
360,26402,900357
360,28458,
360,29586,202883
360,30278,202882
360,20022,203231
360,26114,900194
360,3042,203758
360,15699,901107
360,25408,901179
360,26130,901398
360,15357,901752
360,2006,900897
360,27790,900250
360,2919,901153
360,6148,900075
360,12459,900086
360,23793,
360,25528,900194
360,27194,206142
360,27808,901117
360,7257,900044
360,10041,900040
360,18580,901752
360,23515,202880
360,24159,204093
360,2447,205303
360,28188,
360,10971,204046
360,8877,900055
360,9791,901286
360,16103,901237
360,26451,901398
360,4279,900030
360,18672,901021
360,20493,205243
360,20639,900357
360,27097,
360,579,203137
360,9408,900926
360,15406,901107
360,22920,204237
360,21478,900102
360,24464,901234
360,16279,900373
360,21993,900250
360,27180,206142
360,28075,900316
360,28680,203867
360,6895,900457
360,774,900356
360,22977,901209
360,27971,
360,5475,900010
360,8914,203396
360,11751,900488
360,14538,900114
360,15467,900858
360,25620,202880
360,10004,203486
360,27394,900015
360,7931,203398
360,18400,901861
360,21324,202795
360,820,900032
360,932,202882
360,11124,900339
360,13027,900544
360,18364,900744
360,22066,203867
360,15405,901107
360,30249,205451
360,5312,901234
360,5765,206962
360,17244,900862
360,13234,900926
360,1634,901228
360,6434,203774
360,12171,203395
360,26981,
360,27718,900250
360,5641,900010
360,7180,901251
360,14416,900114
360,19553,202499
360,2009,205135
360,23122,204237
360,25610,900357
360,27957,900250
360,4111,204665
360,673,206840
360,7714,900655
360,12718,900414
360,1762,900027
360,20312,901237
360,7574,900488
360,8290,900068
360,8941,203897
360,1032,
360,12551,900104
360,21187,203400
360,21408,901752
360,910,900104
360,9436,900040
360,11623,204601
360,10021,203486
360,18216,900876
360,20042,901006
360,25770,
360,19289,901390
360,26342,900357
360,28286,202948
360,8270,202945
360,9444,900040
360,10478,901065
360,16101,901006
360,410,900032
360,8160,901279
360,8396,202945
360,10952,901386
360,18038,901237
360,21642,900337
360,21673,901209
360,21766,900017
360,5438,900010
360,6411,901153
360,11737,900488
360,15292,202790
360,16660,900607
360,27785,900250
360,4892,900030
360,6483,203195
360,10758,900941
360,14909,900114
360,17173,900697
360,18928,901253
360,26814,901117
360,30279,205451
360,10471,901065
360,24113,
360,10412,205522
360,11328,901332
360,23571,
360,30296,205451
360,4160,203146
360,6105,901153
360,14267,900581
360,15502,901107
360,16130,901237
360,17658,901008
360,23261,900972
360,28511,206373
360,8258,202945
360,1009,901279
360,17247,900862
360,27644,900337
360,30408,
360,6923,900046
360,13239,900926
360,15410,901107
360,18807,900006
360,24349,900140
360,24886,900010
360,16969,901341
360,18599,900744
360,22889,900892
360,5366,900928
360,6530,202885
360,8196,900022
360,11595,204601
360,1527,900491
360,28904,203193
360,29741,901350
360,564,900983
360,10035,901268
360,24934,900053
360,28409,900250
360,10714,900880
360,23904,900133
360,24817,900194
360,26433,900140
360,8956,203897
360,14915,900114
360,24520,900010
360,25212,901179
360,11808,203697
360,14322,900858
360,16963,901341
360,25795,900194
360,375,901330
360,8787,900055
360,11989,203696
360,16299,900468
360,20693,202499
360,22827,900015
360,23743,900133
360,489,900036
360,13055,900091
360,1465,900027
360,26419,
360,3617,203137
360,403,901330
360,4262,900028
360,6716,203133
360,6777,203133
360,14103,900876
360,20271,900414
360,23426,203349
360,29796,901350
360,7896,900104
360,858,900032
360,15967,900021
360,20688,900048
360,26019,901398
360,26345,900140
360,3371,203870
360,12176,203395
360,27200,900357
360,3,204093
360,501,901255
360,11965,203395
360,15258,900114
360,20384,900414
360,29365,
360,4957,900033
360,601,202943
360,2419,900007
360,24227,900140
360,9922,901268
360,18588,901752
360,19898,900906
360,27516,
360,8512,900022
360,12694,206207
360,13494,205600
360,25692,
360,28940,900515
360,5640,900040
360,11842,203146
360,15854,204601
360,23303,
360,2929,900031
360,3738,204603
360,9352,900928
360,13085,900544
360,15852,900021
360,20569,901179
360,25427,900022
360,26240,901398
360,3865,204456
360,10372,205522
360,17406,900862
360,21623,900085
360,23795,202880
360,24089,
360,27426,900015
360,28391,204744
360,30419,202793
360,11733,900488
360,18576,900047
360,1880,900897
360,769,900864
360,11191,900041
360,12721,206207
360,12814,900914
360,15310,900114
360,15477,900858
360,20936,900337
360,10059,205247
360,1995,900897
360,25833,
360,28011,900250
360,29143,203193
360,404,900032
360,14656,207693
360,2593,900035
360,30382,205451
360,6150,900075
360,7600,900488
360,13028,900544
360,14823,900114
360,2023,900402
360,27013,
360,29444,900515
360,30546,
360,7621,901853
360,19873,203467
360,30261,900972
360,1143,206824
360,16953,901341
360,18973,203400
360,22502,901861
360,22733,901117
360,22896,900892
360,23310,
360,6911,206962
360,1812,208089
360,23141,901752
360,26938,900357
360,27367,900015
360,28315,204744
360,11122,900339
360,12670,900042
360,17029,900369
360,17684,900047
360,27018,901442
360,4890,900030
360,2552,900032
360,29520,901235
360,4058,206829
360,16941,206719
360,18406,900047
360,12877,203149
360,14732,207693
360,17344,900862
360,29300,
360,7425,205716
360,12927,204162
360,17699,901008
360,1821,208089
360,18880,204042
360,1892,900897
360,10834,900109
